job_title,company,job_summary_clean,tfidf_score,embedding_score,relevant
Pricing Analyst & Master Data Manager,B&S Media Internetmarketing,"Join Spectrum Brands as a Pricing Analyst & Master Data Management Professional! Spectrum Brands invites you to embark on an exciting career journey within our Global Pet Care division. With a diverse portfolio encompassing renowned brands like IAMS, Tetra, Eukanuba, Good Boy, and FURminator, we are dedicated to meeting the evolving needs of pet owners worldwide. Are you a highly analytical and detail-oriented individual with superb communication skills? Spectrum Brands is seeking a multifaceted and motivated professional to join our team. As a Pricing Analyst and Master Data Management expert, you will play a key role in implementing pricing strategies across portfolios and managing various customer master data programs. The Role Collaborate within a dynamic team to enhance pricing processes through tools, systems, automation, and standardization. Engage in cross-functional collaboration with teams including Sales, Finance, Customer Order Processing, and EDI to drive efficiency. Maintain Customer Master Data in SAP, ensuring smooth processing of all order-to-cash (OTC) related processes. Manage SAP Customer Hierarchy and assigned customers for seamless operations. Ensure SOX compliant documentation of all entries and changes in SAP master data. Analyse pricing inputs, such as vendor costs and labor quotes, to determine appropriate pricing based on guidelines. Work with multiple collaborators to ensure integrity of pricing data across tools. Provide recommendations to the management team on complex SAP data, data migration, and interface software programming. Extract and manage information from various sources, including SAP and other tools. Collaborate with the finance team to maintain accurate pricing, discount levels, and critical master data elements in SAP. Maintain pricelists in SAP for assigned customers. Manage on-invoice discounts in SAP for assigned customers. Maintain customer agreements in SAP to build up accruals for payments of Bonus, Advertising, listing fees, etc. Control accruals through the adjustment of required records in SAP compared with payments. Conduct quarterly control of high-level accruals per account in collaboration with Finance Controlling. Execute approval workflow for accrual-related customer claims. Assign relevant accrual accounts within the workflow. Provide support for Pricing projects. Contribute to the enhancement of data governance rules, standard operating procedures (SOPs), and monitor compliance with pricing policies and strategies aligned with existing SOX guidelines. About You If you have an impeccable eye for accuracy and a dedication to detail, you're precisely the candidate we are looking for. Proficiency in Microsoft Excel is a crucial skill that we value in potential applicants. We highly appreciate individuals who are not only self-motivated but also thrive as team players in collaborative environments. Exceptional written and verbal communication skills are non-negotiable for effective interaction within our team and beyond. Our dynamic work environment requires individuals who can adapt swiftly to changing priorities without compromising efficiency. If you consider yourself highly organized and capable of handling multiple tasks simultaneously, your multitasking abilities are exactly what we seek. A solid background with 1-2 years of experience in a similar role is highly valued as we believe your experience will contribute significantly to our team. Familiarity with SAP is a definite plus, and if you're experienced in navigating SAP systems, you're ahead of the curve. We appreciate a positive, solution-focused, and proactive attitude in our team members. If you bring a can-do spirit to your work, we want to hear from you. An understanding of pricing forms and compliance is crucial for success in this role, and if you're well-versed in these areas, you're the candidate we're excited to meet. If you're ready to take on this exciting opportunity, apply now and be a part of our dynamic team at Spectrum Brands! Benefits 25 days holiday Bank Holidays Annual Bonus Scheme Company Pension Life Assurance EAP Scheme Staff Discount",0.026601163,0.14504768,0
"Neighborhood Branch Leader - North Denver Metro, NMLS",Canvas Credit Union,"We’re Canvas Credit Union We’re passionate about transforming financial services. Our members, families, and the communities we call home motivate everything we do. As part of the credit union movement, we believe in providing our members with education, support, and guidance to build strong financial futures. Why Canvas? At Canvas, we’re dedicated to transforming financial services from the inside out. Our culture is a top priority and second to none. We strive to balance hard work and high achievement with a fun, supportive environment. What you’ll do General Purpose The Neighborhood Branch Leader champions the Canvas Credit Union vision pillars to include being known for our heart, our people, our ease of use, being a leader in our communities and ensuring our branch is a household name in the communities in which we serve. Neighborhood Branch Leaders are accountable for service and sales behaviors, operational integrity of the branch, and coaching and developing their team. They are responsible for maintaining a highly motivated, well-trained sales team to provide unparalleled member experience and to ultimately help our members afford life. They represent the credit union in the community with focused efforts on building and maintaining strong community relationships and increasing business opportunities for Canvas Credit Union. This position will typically oversee the largest and busiest branches in the credit union network based on various factors including team size, transaction and production volume, and membership base. Essential Duties/Responsibilities Responsible for consistently exceeding member expectations, operational effectiveness, branch productivity. Lead the branch in consistently achieving/exceeding sales and growth goals, while communicating goals and strategies daily. Demonstrate the ability to develop and coach a highly knowledgeable team to support the discovery of a wide variety of member life stages and needs. Ensure branch family members have strong product and process knowledge. Responsible for all management functions including but not limited to hiring, training, performance management, scheduling, cross-training, staff development, & manage branch losses. Communicate changes & build teamwork and cooperation within the branch and throughout the credit union. Model exceptional member service behaviors and stand shoulder to shoulder with our branch family members to ensure they do as well. Be a visible and engaged presence in the community. Promote the credit union and build relationships through active participation in community. Ensure team members partner in community engagement initiatives by committing to meet personal and staff volunteer allotment. Demonstrate expert-level knowledge of branch operations, lending processes, as well as security and fraud procedures to support branch family members. Follow all safety and security guidelines to properly safeguard family members, members, and credit union assets. Manage losses and other risk issues and ensure financial losses are within acceptable guidelines. Minimal operational errors (cash differences, check differences, GL outages, etc.) Seek out information on developments and trends in the financial services industry, particularly regarding new products, services, and technological advances. Share knowledge with other branches and leadership as necessary. Build strong relationships with business partners to include investment representative, mortgage loan officers, business development, business services, etc. Embrace ongoing education and learn/apply new skills. Actively listens and seeks to understand friction points with members to better improve products and services Regular attendance and punctuality are essential functions of the job. Ensure the application of, and compliance with regulation, policies, procedures, and operational integrity. Comply with Bank Secrecy Act (BSA) and other compliance requests and requirements. Perform other job duties as assigned. Job Qualifications Knowledge, Skill and Ability: Exceptional people leadership skills; able to build and foster teamwork; coach, train and develop family members. Track record of leading and coaching team to “higher"" results, including sales excellence, consistent delivery of exceptional service, and operational integrity. Demonstrated track record of coaching success in sales and customer service. Proven success in building strong member relationships and new business development. Excellent verbal, written and interpersonal communication skills with the ability to explain programs, loan terms, features, policies and benefits to customers and business partners. Advanced knowledge and understanding of Canvas financial products and services. Advanced analytical, problem solving and decision-making skills. Advanced attention to detail and excellent organizational skills; ability to manage multiple priorities. Must be proficient in MS Office (Outlook, Excel, Word). Ability to maintain confidences and provide guidance. Multi-lingual capabilities to include Spanish are a plus. Must possess and maintain a valid Colorado drivers’ license and provide proof of insurance. Education or Formal Training: Bachelor’s degree in Business/Finance or equivalent work experience. Experience: Minimum of three years of financial or sales management experience. The starting pay range for this position is $71,633.29-$89,536.04, and final pay rate will be determined based on experience and internal equity factors. Canvas Benefits Medical/Dental/Vision Insurance Paid Vacation Paid Sick Time Paid Holidays Paid Wellness Day Paid Volunteer Time Flexible Spending Account Health Savings Account World Class 401(k) Plan Tuition Reimbursement Rate Discounts on Qualifying Loans May be eligible for incentives or discretionary bonus based on results NMLS This role at Canvas requires Nationwide Multistate Licensing System (NMLS) registration under the S.A.F.E. Act of 2008. This means we conduct background checks to ensure NMLS registration and Canvas requirements are met. Not meeting or staying current may result in removal from role. Canvas also conducts pre-employment background reviews (components include criminal, employment, address, social security number, motor vehicle record, sex offender, and global sanctions). Position will be open until filled, or if unable to fill until posting is canceled. Working Environment/Physical Activities High volume, fast-paced, dynamic office environment with some travel. Must be able to attend meetings and events outside of regular business hours. The job routinely uses standard office equipment such as computers, phones, printers, copiers, fax machines and filing cabinets. The position requires manual dexterity, the ability to lift files and open filing cabinets. The position requires bending, stooping, or standing as necessary. Other Duties Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties or responsibilities that are required of the employee for this job. Duties, responsibilities and activities may change at any time with or without notice. Canvas Credit Union is an Equal Opportunity Employer, Gender/Minority/Veteran/Disabled. #INDHP",0.01617895,0.033066094,0
Senior Data Scientist,Eisai US,"At Eisai, satisfying unmet medical needs and increasing the benefits healthcare provides to patients, their families, and caregivers is Eisai’s human health care (hhc) mission. We’re a growing pharmaceutical company that is breaking through in neurology and oncology, with a strong emphasis on research and development. Our history includes the development of many innovative medicines, notably the discovery of the world's most widely-used treatment for Alzheimer’s disease. As we continue to expand, we are seeking highly-motivated individuals who want to work in a fast-paced environment and make a difference. If this is your profile, we want to hear from you. Translational Discovery group in Human Biology Integration covers oncology preclinical and clinical translational research to accelerate clinical development of candidate drugs and to enable identification of novel targets. Data science, computational biology and bioinformatics are a fundamentally important core discipline and integral part of the Translational Discovery group. Data scientists play a key role in leveraging internal and external cancer genomics and pharmacogenomics data for developing new breakthrough oncology drugs, with a sharp strategic focus on employing entrepreneurial collaborative and business models to accelerate delivery of innovative medicines that address unmet patient needs. Job Summary: We are seeking a highly motivated data scientist to join the Translational Discovery group. This person will be responsible for performing hands-on exploratory and regulatory related biomarker analysis, large-scale genetic, genomic, and other ‘omic analyses, with a primary goal of identifying and validating targets and biomarkers in preclinical studies and clinical trials for oncology. More specifically, this person will participate the design of genomic studies in preclinical and clinical research, implement cutting-edge informatics and statistical methods and tools to analyze the data including WGS/WES/targeted sequencing, RNAseq, proteomics data, metabolomics data, etc, and perform integrative analysis of genomic data and available clinical data in clinical trials. Furthermore, the individual will leverage external cancer genomic and pharmacogenomics data, and oncology real-world data (RWD) to integrate with Eisai internal data for biomarker analysis. All analysis work will be documented and will follow best practices for enabling reproducible research. Principal Duties and Responsibilities: Perform data analysis activities including cleaning, handling, integration, and analysis of biomarker data generated in clinical trials, including WES, RNA sequencing, serum proteins, and other data types to identify biomarkers correlated with clinical endpoints. Perform data analysis activities integrating internal and external multi-scale data generated from cell lines, model organisms, and human subjects, including genetic, genomic data, functional data, phenotypic data, and RWD to inform novel targets, combination strategies, or novel cancer indications for oncology assets that are currently under development. Analyze large-scale analysis-ready datasets to answer specific focused questions of relevance to project teams. Provide appropriate visualization and interpretation of results in preclinical and clinical data to support decision making on drug development projects. Contribute to clinical biomarker study design to generate statistically meaningful information. Contextualize findings from internal experiments and generate hypotheses for new internal experiments by analyzing and interpreting externally available data. Prepare and track documentation including analysis plans, result reports, and progress reports. Job Qualifications Ph.D. degree in Biomedical Sciences, Bioinformatics, Computational Biology, or closely related field. 2-5 years of post-graduate experience in hands-on cancer genomic data analysis. Must have analytic and statistical skills to conduct analysis of WGS/WES, transcriptomic, proteomic and epigenetic data. Must have experience in oncology clinical outcome analysis. Must have a good understanding of human biology. Experience in cancer research is highly desirable. Must demonstrate good understanding of drug discovery requirements and processes. Must have strong organizational skills and ability to prioritize work. Must have excellent communication skills and the ability to act on cross-disciplinary teams; must have demonstrated ability in scientific publications. Must have experience with R, Unix/Linux systems and AWS cloud computing. Additional experience with languages/software including Python, SQL, Spotfire is strongly preferred. #IND-123 Eisai is an equal opportunity employer and as such, is committed in policy and in practice to recruit, hire, train, and promote in all job qualifications without regard to race, color, religion, gender, age, national origin, citizenship status, marital status, sexual orientation, gender identity, disability or veteran status. Similarly, considering the need for reasonable accommodations, Eisai prohibits discrimination against persons because of disability, including disabled veterans. Eisai Inc. participates in E-Verify. E-Verify is an Internet based system operated by the Department of Homeland Security in partnership with the Social Security Administration that allows participating employers to electronically verify the employment eligibility of all new hires in the United States. Please click on the following link for more information: Right To Work E-Verify Participation",0.035249725,0.257516,0
Machine Learning Engineer,Searchability®,"Machine Learning Engineer WE’RE LOOKING FOR A MACHINE LEARNING ENGINEER TO BECOME AN INSTRUMENTAL PART OF OUR NEXT PHASE OF GROWTH! Machine Learning Engineer On-Site in Sunnyvale $150,000 - $250,000 Depending on experience To apply please email/ jack.crowley@searchability.com We are a leading innovator in the AI sector, working on making machines as advanced as possible! WHO ARE WE? We are a high tech AI company who are shaping the way machines learn and interact with humans - If you are looking to join an exciting company, get in touch! WHAT WILL YOU BE DOING? You will be working on our flagship products - Assisting in the rapid deployment of products that appeal to the market we are in, with the challenge of then scaling it afterwards. This role will give you the chance to work closely with our CTO and be a vital part of our growing tech team. WE NEED YOU TO HAVE…. Solid Python Experience Work professionally with PyTorch Solid C++ experience IT’S NICE TO HAVE…. NLP/AI and ML experience Open Source experience Training deep neural networks Work with robots a plus TO BE CONSIDERED…. Please either apply by clicking online or emailing me directly to jack.crowley@searchability.com. I can make myself available outside of normal working hours to suit from 7am until 10pm. If unavailable, please leave a message and either myself or one of my colleagues will respond. By applying for this role, you give express consent for us to process & submit (subject to required skills) your application to our client in conjunction with this vacancy only. Also feel free to follow me on Twitter @SearchableJack or connect with me on LinkedIn, just search Jack Crowley in Google! I look forward to hearing from you. Machine Learning, AI, ML, NLP, Deep Learning, Python, PyTorch",0.184847908,0.55101407,1
Werkstudent (m/w/d) Data Science - Hotel,CHECK24 Vergleichsportal,"Speed, Agilität und steile Entwicklungskurven – das macht CHECK24 aus. Wir suchen einen Werkstudent (m/w/d) Data Science bei der CHECK24 Vergleichsportal Hotel GmbH. Was Du mitbringst: Laufendes Studium mit naturwissenschaftlicher oder technischer Ausrichtung (z. B. Informatik, Wirtschaftsinformatik, Mathematik oder Physik). Erste praktische Erfahrung mit Python und gängigen Data-Science-Bibliotheken (z. B. Pandas, NumPy, scikit-learn). Grundkenntnisse in Machine Learning sowie Verständnis des Data-Science-Lifecycles. Interesse an modernen KI-Technologien wie Large Language Models, Prompt Engineering und AI Agents. Erste Berührungspunkte mit Docker oder Cloud-Plattformen (z. B. AWS) von Vorteil. Gute Deutschkenntnisse (mind. B2). Zu Deinen Aufgaben zählen: Mitarbeit bei der Entwicklung und Optimierung von KI- und Machine-Learning-Lösungen. Unterstützung beim Aufbau und der Pflege von Datenpipelines sowie bei Datenaufbereitung und Feature Engineering. Mitwirkung beim Training, Monitoring und der Analyse von Machine-Learning-Modellen. Unterstützung beim Tracking von Experimenten und der Dokumentation von Modellen und Ergebnissen (z. B. mit MLflow). Mitarbeit bei der Integration moderner Large Language Models, Prompting-Ansätzen und Agentic Systems in unsere Produkte.",0.441015121,0.547907,1
Machine Learning Scientist,Whatnot,"🚀 Whatnot Whatnot is a livestream shopping platform and marketplace backed by Andreessen Horowitz, Y Combinator, and CapitalG. We’re building the future of ecommerce, bringing together community, shopping and entertainment. We are committed to our values , and as a remote-first team, we operate out of hubs within the US, Canada, UK, and Germany today. We’re innovating in the fast-paced world of live auctions in categories including sports, fashion, video games, and streetwear. The platform couples rigorous seller vetting with a focus on community to create a welcoming space for buyers and sellers to share their passions with others. And, we’re growing. Whatnot has been the fastest growing marketplace in the US over the past two years and we’re hiring forward-thinking problem solvers across all functional areas. 💻 Role We are looking for intellectually curious, highly motivated individuals to be foundational members of our Machine Learning and Data Platform team. You will partner across the company and use data to design scalable solutions based on a deep understanding of critical business goals. The ideal candidate will leverage data analysis, statistics and machine learning to lead initiatives end to end, including data & machine learning engineering. What you'll do: Build and help set direction across the entire machine learning development process to implement machine learning algorithms in production, including exploratory data analysis, data modeling, feature engineering, model training and tuning, testing, deployment, and monitoring. Partner closely across the business to identify improvements and influence decisions using data science methodologies and tools. Develop new production machine learning algorithms and systems that enrich the app experience with machine learning-powered experiences. Contribute across the data science and machine learning development stack: idea development, opportunity sizing, prototyping, testing, and deployment. Design and implement end-to-end data pipelines and data systems that support MLOps and business processes. Build high quality communication devices such as dashboards, notebooks, documents, presentations to convey insights across a broad audience. Define and advance standard methodologies within an experiment-driven culture. Bachelor’s degree in Computer Science, a related field, or equivalent work experience. 👋 You Curious about who thrives at Whatnot? We’ve found that low ego, a growth mindset, and leaning into action and high impact goes a long way here. As our next Machine Learning Scientist you should have 5+ years of experience, plus: Bachelor’s degree in Computer Science, Statistics, Mathematics, Software Engineering or related technical field. , or equivalent work experience. Industry experience with a track record of applying scientific methods to solve real-world problems on consumer scale data. Experience leading work to develop and deploy machine learning- and data-based solutions in production. Extensive experience with Python and SQL for data science, machine learning, and software development e.g. numpy, scipy, pandas, scikit-learn, PyTorch, LightGBM, Flask, FastAPI, Docker, Jupyter. Ability to work autonomously and lead initiatives across multiple product areas and communicate findings with leadership and product teams. Comfortability with data warehouses and transformation tools such as Snowflake, dbt, Dagster. Proficiency and experience in applied statistics and machine learning fields e.g. Experimentation and Causal Analysis, Recommendations, Fraud & Anomaly Detection, Natural Language, Computer Vision. Firm grasp of visualization tools, interactive and self-serving, such as dashboards and notebooks. Professionalism around collaborating in a remote working environment and well tested reproducible work. Above average documentation and communication skills. 💰Compensation For US-based applicants:$153,000 - $235,000/year + benefits + stock options The salary range may be inclusive of several levels that would be applicable to the position. Final salary will be based on a number of factors including, level, relevant prior experience, skills and expertise. This range is only inclusive of base salary, not benefits (more details below) or equity in the form of stock options. 🎁 Benefits Flexible Time off Policy and Company-wide Holidays (including a spring and winter break) Health Insurance options including Medical, Dental, Vision Work From Home Support $1,000 home office setup allowance $150 monthly allowance for cell phone and internet Care benefits $450 monthly allowance on food $500 monthly allowance for wellness $5,000 annual allowance towards Childcare $20,000 lifetime benefit for family planning, such as adoption or fertility expenses Retirement; 401k offering for Traditional and Roth accounts in the US (employer match up to 4% of base salary) and Pension plans internationally Parental Leave 16 weeks of paid parental leave + one month gradual return to work *company leave allowances run concurrently with country leave requirements which take precedence. 💛 EOE Whatnot is proud to be an Equal Opportunity Employer. We value diversity, and we do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, parental status, disability status, or any other status protected by local law. We believe that our work is better and our company culture is improved when we encourage, support, and respect the different skills and experiences represented within our workforce.",0.26864234,0.20503438,1
Senior Data Scientist,KAYAK,"KAYAK Labs seeks resourceful, agile data scientists with a strong interest in solving challenging machine learning problems across a range of domains and modalities, from recommender systems to reinforcement learning to vision to natural language processing. Good candidates will be well-versed in recent advances in machine learning and will be comfortable quickly testing and iterating on new ideas. Positions at different levels of seniority are available. KAYAK Labs is a cross-cutting team focused on experimental projects and innovation across the business. Leveraging ML/AI, optimization, and our unique data assets, we aim for novel, impactful products and breakthrough improvements. We seek to distinguish our brand, to delight our users, and to help our customers experience the world with confidence and peace-of-mind. As part of the Labs team, you’ll collaborate with strong researchers and engineers, and your work will have tangible impact. You will be challenged; you will have an opportunity to shape our business and, by extension, the wider travel industry. You will expand your competence and explore new technologies at the intersection of AI, data engineering, computation, and product delivery at scale. Note: This is a hybrid work role seeking candidates who can join at least 3 days per week in-office. In this role, you will: Design and execute your own solutions to modeling problems that will improve user experience, and optimize key metrics important to the business. Conduct experiments and engage in rapid-prototyping of ideas, making creative use of the data and resources at your disposal. Implement designs in a stable, maintainable, and scalable production-ready form. Extract, process and leverage large data sets to drive successful projects. Engage in group problem-solving, and collaborative team efforts. Communicate and share results in a clear and concise manner. Please apply if you are/have: Comfortable with math, statistics, systems design and coding to the extent necessary to tackle industrial machine learning and data science challenges. A PhD in an aligned quantitative field (computer science, statistics, mathematics, operations research, engineering, etc.), is preferred and is a good indicator of sufficient preparation, but is not strictly required: what you can do (or quickly learn to do) is more important. Exposure to a minimum introductory level treatment of the core concepts and methods in machine/deep learning, and experience with their application to real-world data science problems. Proficient with current Python machine learning development ecosystems: PyTorch or TensorFlow, pandas/polars, scikit-learn, git, etc. Bonus Qualifications Exposure to software engineering, whether individual or team-based. Direct experience applying ML/AI in a business environment, and experience distilling high-level business challenges down to concrete modeling problems. Hands-on experience with data engineering principles and methods: ETLs, relational databases, large-scale data frameworks like (Py)Spark. Benefits And Perks 4 weeks paid vacation Ability to work from almost anywhere Day off on your birthday Generous retirement plans Awesome health, dental and vision insurance plans Flexible Spending Accounts Headspace Subscription No Meeting Fridays Drinks, coffee, snacks, games etc. Weekly catered lunches Flexible hours Universal Paid Parental leave Diversity and Inclusion We aspire to have a workplace that reflects all of the diverse communities we serve. We know that when we have diverse teams we produce more creative ideas, products, and better outcomes for our team members. OpenTable/KAYAK is proud to be an Equal Opportunity Employer and we welcome and encourage candidates from all backgrounds and experiences to apply for roles on our team. Whoever you are, just be you. We will ensure that individuals with disabilities are provided reasonable accommodation to participate in the job application or interview process, to perform job responsibilities, and to receive other benefits and privileges of employment. Please contact us to request accommodation.",0.174851448,0.5572988,0
"MLS Team Lead - Blood Bank, Full-Time Days",Beth Israel Lahey Health,"MLS Team Lead - Blood Bank, Full-Time Days Boston, Massachusetts Organization Facility: Beth Israel Deaconess Medical Center Category: Laboratory When you join the growing BILH team, you are not just taking a job; you are making a difference in people’s lives. Job Type: Regular Scheduled Hours: 40 Work Shift: Day (United States of America) MLS Team Lead Job Description: Job Summary: Performs and oversees a full range of laboratory tests which range from moderately simple to highly complex testing according to Standard Operating Procedures. Confirms accuracy of test results and reports laboratory findings to the Pathologists and other Clinicians. Essential Responsibilities: Serves as a resource for assigned areas of expertise and provides technical support to staff. Assists in researching new tests, performs instrument evaluations, writes standard operating procedures, and maintains supplies for their areas of expertise. Resolves technical problems and troubleshoots when test systems are not within established levels of performance. Oversees periodic review of quality control and instrumentation logs to ensure the accuracy of test results. Provides input into technical decisions, acts as an expert for data collection and gathers monthly QC statistics. Functions as the technical on-call person for the off-shifts. Demonstrates excellent skills at managing and directing workflow. Monitors the daily operations and delegation of duties within the lab. Reallocates resources as needed. Trains Medical Technologists and Medical Lab Technologists. Participates in the development of training and competency procedures. Instructs of residents and fellows. Serves as liaison between Lab Support Services and technical departments and provides timely communications and resolution of problems to clients outside the labs. Provides leadership in the absence of Clinical Managers. Represents the lab on committees. Provides input to managers for performance evaluations. Addresses personnel issues with the Clinical Manager. Required Qualifications: Bachelor's degree in Medical Laboratory, Life Sciences or Medical Technology required. Certificate 1 ASCP Registered preferred or Certificate 2 NCA Certification preferred., or equivalent accreditation. 5-8 years of related work experience required. Experience with computer systems required, including web-based applications and some Microsoft Office applications which may include Outlook, Word, Excel, PowerPoint or Access. Preferred Qualifications: Leadership experience. 3-5 years of Supervisory/Management experience. Competencies: Decision Making: Ability to make decisions that are guided by precedents, policies and objectives. Regularly makes decisions and recommendations on issues affecting a department or functional area. Problem Solving: Ability to address problems that are highly varied, complex and often non-recurring, requiring staff input, innovative, creative, and Lean diagnostic techniques to resolve issues. Independence of Action: Ability to set goals and determines how to accomplish defined results with some guidelines. Manager/Director provides broad guidance and overall direction. Written Communications: Ability to summarize and communicate in English moderately complex information in varied written formats to internal and external customers. Oral Communications: Ability to comprehend and communicate complex verbal information in English to medical center staff, patients, families and external customers. Knowledge: Ability to demonstrate in-depth knowledge of concepts, practices and policies with the ability to use them in complex varied situations. Team Work: Ability to act as a team leader for small projects or work groups, creating a collaborative and respectful team environment and improving workflows. Results may impact the operations of one or more departments. Customer Service: Ability to provide a high level of customer service and staff training to meet customer service standards and expectations for the assigned unit(s). Resolves service issues in the assigned unit(s) in a timely and respectful manner. Physical Nature of the Job: Light work: Exerting up to 20 pounds of force frequently to move objects. Some elements of the job are sedentary, but the employee will be required to stand for periods of time or move throughout the hospital campus. FLSA Status: Non-Exempt As a healthcare organization, we have a responsibility to do everything in our power to care for and protect our patients, our colleagues and our communities. Beth Israel Lahey Health requires that all staff be vaccinated against influenza (flu) and COVID-19 as a condition of employment. Learn more about this requirement. More than 35,000 people working together. Nurses, doctors, technicians, therapists, researchers, teachers and more, making a difference in patients' lives. Your skill and compassion can make us even stronger. Equal Opportunity Employer/Veterans/Disabled",0.019054386,0.20595093,0
Senior Data Scientist,Optimizely,"Introduction Our Data Science team harnesses big data, natural language processing, and machine learning to help create next generation products for Optimizely’s Experimentation, CMS, e-commerce, and data platforms. This team emerged as a result of the acquisition of two start-ups (Peerius and Idio) that provided personalisation products for e-commerce and content. Over the past years, the consolidated company has improved the lives of customers such as Intel, HP, Fitch Ratings, Sainsbury’s and many other brands. Episerver’s acquisition of Optimizely has paved the way for interactions between data-driven experimentation and AI. This role is within a team whose primary focus lies in the following areas: Natural Language Processing, Machine Learning, and Recommendation Systems. Our stack employs a variety of technologies, including (i) code written in Python, Scala, and TypeScript, (ii) data pipelines using Spark, Luigi, Kubernetes, and Terraform, (iii) prototyping and deploying Machine Learning solutions using Pandas, Scikit-learn, and Dask. Job Responsibilities As a Senior Machine Learning Engineer, you will play a pivotal role in developing and implementing advanced ML systems that drive our company's success. In this role, you will independently develop and ship medium to large features, design and implement reliable and scalable machine learning solutions, and collaborate with the Data Science team on projects related to NLP, Recommender Systems, and Predictive modeling. Develop and ship medium to large features independently or with minimal support from other team members Architect, design, and implement reliable, scalable machine learning systems Assist the Data Science team in maintaining and extending projects related to NLP, Recommender Systems, and Predictive modelling Prototype and implement production-ready approaches based on recent research Provide technical mentorship to engineers and demonstrate strong expertise in your field Drive the delivery of high-quality epics in a timely manner, ensuring operational excellence in your services/components Proactively communicate technical decisions, work through conflicts, and partner with Technical Leads on vision and strategy Break down and solve complex problems, make explicit design trade-offs, and perform complex debugging and root cause analysis Actively participate in technical discussions and team meetings Effectively collaborate with cross-disciplinary team members and stakeholders Deliver timely feedback to peers and manager, create an inclusive environment, and play an influential role in hiring, retaining, and growing diversity in the company Apply software engineering and machine learning engineering best practices Knowledge And Experience 3+ years of hands-on experience in a development team Excellent Python programming skills and experience in software development Strong understanding of Machine Learning, Recommender Systems, and Natural Language Processing Experience designing and shipping ML models to production environments Experience with cloud computing infrastructure (AWS/Azure/GCP) Experience with distributed data processing (Spark or similar cloud services) Experience with data querying Basic understanding of Generative AI and LLMs Experience with source control tools (GitHub/GitLab) Great ability to convey complex concepts to a non-technical audience Understanding of the ML development life cycle and/or prior experience working with teams of ML Engineers Ability to work in an inclusive environment and share our values Continuous learning and improvement mindset Bonus points: Experience prototyping ideas discussed in research papers into code that can be assessed and benchmarked Experience with Deep Learning / Reinforcement Learning / Statistics applied to Machine Learning Experience with A/B testing Experience with data processing pipeline frameworks (e.g., Luigi or Airflow) Experience working with teams of Data Engineers or Product Managers Experience with functional programming concepts and architecture Keywords: Machine Learning, Data Science, GenAI, Cloud, Python, Recommendation systems, NLP, Scikit-learn, Pandas, Luigi, Airflow, Docker, Git Education Bachelor's or Master's degree in Computer Science, Information Systems, or equivalent Competencies Communicating Effectively Critical Thinking Managing Meetings Prioritizing and Organizing Work Solving Complex Problems",0.295621332,0.39390108,0
Werkstudent Data Science & Machine Learning (m/w/d),Mubea,"In den vergangenen Jahrzehnten haben wir uns mit unseren Produkten für Fahrwerk, Karosserie und Antrieb zu einem Top-Automobilzulieferer entwickelt. Mit neuen Leichtbauprodukten, Werkstoffen und Fertigungstechnologien bieten wir in enger Zusammenarbeit mit unseren Kunden und wissenschaftlichen Institutionen innovative Lösungen für leichtere Fahrzeuge. Wir schaffen bahnbrechende Neuerungen und setzen damit internationale Standards. Als inhabergeführtes Familienunternehmen mit hoher Flexibilität, kurzen Entscheidungswegen und einer langfristig ausgerichteten Strategie beschäftigen wir weltweit mehr als 17.200 Mitarbeiter an 70 Standorten in 22 Ländern. Das sind Deine Aufgaben: Gestalte die digitale Zukunft der Produktion aktiv mit! In unserem Zentralbereich Fertigungstechnologien unterstützt Du uns beim Aufbau intelligenter Produktionssysteme. Du arbeitest an Machine Learning Use Cases wie Predictive Maintenance, Anomalieerkennung und Prozessoptimierung – von der Datenanalyse bis zum produktiven ML-Modell. Dabei nutzt Du Echtzeitdaten aus unserer zentralen IoT-Plattform, entwickelst Auswertungsalgorithmen und baust Dashboards für unsere weltweiten Produktionsstandorte auf. Du bekommst Einblicke in modernste Fertigungstechnologien und arbeitest in cross-funktionalen Projekten mit Produktionsexperten zusammen. Deine Analysen haben direkten Impact auf die Effizienz unserer Werke. Das wünschen wir uns von Dir: Du befindest Dich mindestens im 3. Semester Deines B.Sc.- oder M.Sc.-Studiums in Data Science, Informatik, Maschinenbau, Wirtschaftsingenieurwesen, Mathematik oder einem verwandten Studiengang. Du hast bereits erste Erfahrungen mit Python und interessierst Dich für Machine Learning (z.B. scikit-learn, TensorFlow, pandas). Du gehst sicher mit Datenanalyse und Visualisierung um. Du hast die Möglichkeit, regelmäßig in Attendorn zu arbeiten. Du bringst analytisches Denken, Neugier und eine Hands-on-Mentalität mit. Idealerweise hast Du bereits mit SQL, Zeitreihendaten oder IoT-Systemen gearbeitet.",0.277773883,0.20284598,1
